Repository,Framework,Created At
DPD-AI-Algorithms/ml-example-dag,none,2020-06-24T14:26:33Z
DPD-AI-Algorithms/textsearch_query_repository,none,2020-07-07T12:50:43Z
DPD-AI-Algorithms/textsearch_query_builder,none,2020-07-20T08:24:55Z
DPD-AI-Algorithms/lambda_datamuxdatavalidator_template,none,2020-07-20T14:58:09Z
DPD-AI-Algorithms/lambda_datamuxvalidatorhomesets,none,2020-07-21T12:43:27Z
DPD-AI-Algorithms/RefitApiClient,none,2020-08-03T11:27:57Z
DPD-AI-Algorithms/menu-ontology-tag-attributes,none,2020-08-04T14:53:36Z
DPD-AI-Algorithms/tfcarouselsbandit,none,2020-09-25T11:07:10Z
DPD-AI-Algorithms/astro-google-envs,none,2020-09-30T11:47:28Z
DPD-AI-Algorithms/example_rest_calls,none,2020-10-08T08:39:12Z
DPD-AI-Algorithms/base-images,none,2020-10-15T13:24:48Z
DPD-AI-Algorithms/dishrecostestharness,none,2020-11-04T10:21:28Z
DPD-AI-Algorithms/artillery_loadplans,none,2020-11-17T14:32:45Z
DPD-AI-Algorithms/tf_lambda_example,none,2020-12-17T13:59:02Z
DPD-AI-Algorithms/dataflow-runner,none,2021-02-05T10:29:59Z
DPD-AI-Algorithms/tfmoon,none,2021-04-06T14:52:45Z
DPD-AI-Algorithms/infra_egress_ap,none,2021-04-09T13:22:44Z
DPD-AI-Algorithms/tkwy-sports-ingestion,none,2021-04-15T14:46:01Z
DPD-AI-Algorithms/api_filteredrestaurants,none,2021-04-27T16:10:58Z
DPD-AI-Algorithms/just-redis-store,none,2021-05-04T14:08:05Z
DPD-AI-Algorithms/dishcovery-ml_beta,none,2021-06-08T11:19:04Z
DPD-AI-Algorithms/experiment_tracking_deep_dive,none,2021-06-09T12:27:53Z
DPD-AI-Algorithms/product-ontology-beam,none,2021-06-11T09:42:45Z
DPD-AI-Algorithms/menu-ontology-models,none,2021-06-22T15:17:00Z
DPD-AI-Algorithms/ml-helm-test-model,none,2021-06-22T17:25:33Z
DPD-AI-Algorithms/scoober-order-forecast,none,2021-06-23T08:58:13Z
DPD-AI-Algorithms/beam_bootstrap,none,2021-06-29T09:01:35Z
DPD-AI-Algorithms/ml-platform-docs,none,2021-07-14T08:00:00Z
DPD-AI-Algorithms/dag-generator,none,2021-07-23T14:40:17Z
DPD-AI-Algorithms/python-template,none,2021-08-06T13:49:40Z
DPD-AI-Algorithms/artillery_runner,none,2021-08-10T14:08:59Z
DPD-AI-Algorithms/tfmoon-training,none,2021-08-25T09:30:33Z
DPD-AI-Algorithms/just-ml-pusher,none,2021-08-27T09:35:00Z
DPD-AI-Algorithms/poc-just-ml-pusher,none,2021-09-01T08:06:30Z
DPD-AI-Algorithms/astro-testing,none,2021-09-10T08:20:47Z
DPD-AI-Algorithms/k8s-multi-variant,none,2021-10-27T15:40:27Z
DPD-AI-Algorithms/airflow-kube-local,none,2021-11-04T11:21:05Z
DPD-AI-Algorithms/multi-variant-sagemaker-deployments,none,2021-11-08T13:19:47Z
DPD-AI-Algorithms/mleng_pipeline_components,none,2021-11-23T13:28:10Z
DPD-AI-Algorithms/multivariant-sagemaker-tensorflow,none,2021-11-30T11:47:06Z
DPD-AI-Algorithms/tech_test_mleng,none,2021-12-02T13:39:35Z
DPD-AI-Algorithms/astro-template-mgv-test,none,2022-01-13T16:02:36Z
DPD-AI-Algorithms/induction-cpc-updater,none,2022-01-18T15:19:12Z
DPD-AI-Algorithms/api_restaurantranking,none,2022-02-01T14:47:22Z
DPD-AI-Algorithms/promoted-placement-rankings,none,2022-03-07T11:33:59Z
DPD-AI-Algorithms/testing_simple_pusher,none,2022-03-07T14:40:58Z
DPD-AI-Algorithms/sagemaker-e2e-test,none,2022-03-15T13:01:37Z
DPD-AI-Algorithms/scm_tagger_test,none,2022-03-17T11:00:40Z
DPD-AI-Algorithms/organic-weights,none,2022-03-17T11:20:56Z
DPD-AI-Algorithms/cds-new-cookiecutter,none,2022-03-25T20:11:25Z
DPD-AI-Algorithms/terraform-gke-kubeflow,none,2022-04-11T08:18:26Z
DPD-AI-Algorithms/onboarding_jfca,none,2022-05-03T14:39:25Z
DPD-AI-Algorithms/induction_test,none,2022-05-05T18:52:44Z
DPD-AI-Algorithms/ops-kpis,none,2022-05-10T08:56:59Z
DPD-AI-Algorithms/image-auto-qa,none,2022-05-28T21:16:26Z
DPD-AI-Algorithms/JET.SNS.Compression,none,2022-06-20T16:49:39Z
DPD-AI-Algorithms/api_recommendationdiscovery,none,2022-10-18T10:20:26Z
DPD-AI-Algorithms/api_recsim,none,2022-10-21T10:27:26Z
DPD-AI-Algorithms/jasper-onboarding,none,2022-11-07T08:21:20Z
DPD-AI-Algorithms/just-logging,none,2023-01-10T08:41:56Z
DPD-AI-Algorithms/collaborative-filtering,none,2023-02-03T10:35:21Z
DPD-AI-Algorithms/test-ml-project-astronomer,none,2023-03-21T15:09:48Z
DPD-AI-Algorithms/vertex-ai-data-validation,none,2023-04-13T08:57:57Z
DPD-AI-Algorithms/iwilltellyouwhatyouwantwhatyoureallreallwant,none,2023-05-02T11:36:14Z
DPD-AI-Algorithms/tfmoon-training-oneml,none,2023-06-08T12:02:43Z
DPD-AI-Algorithms/crossselling-oneml,none,2023-06-09T12:48:11Z
DPD-AI-Algorithms/crossselling_basedata_oneml,none,2023-06-23T11:08:24Z
DPD-AI-Algorithms/forecast-be,none,2023-07-05T13:40:37Z
DPD-AI-Algorithms/delivery-area-geohash-oneml,none,2023-07-12T13:22:12Z
DPD-AI-Algorithms/profitability-prediction,none,2023-07-18T13:06:02Z
DPD-AI-Algorithms/tfcarouselsbandit_oneml,none,2023-07-18T15:41:14Z
DPD-AI-Algorithms/lightfm_oneml,none,2023-07-31T12:46:36Z
DPD-AI-Algorithms/lawrence-test,none,2024-06-04T09:28:32Z
DPD-AI-Algorithms/snowplow_event_checker,none,2024-08-07T07:38:13Z
DPD-AI-Algorithms/TempBoostAppScriptFunctions,none,2024-09-03T13:52:26Z
DPD-AI-Algorithms/twotower_hackathon,none,2024-12-06T10:17:01Z
DPD-AI-Algorithms/onlinebandit_integration_testing,none,2025-01-15T13:52:30Z
DPD-AI-Algorithms/FDAAssociateTechTest,none,2025-01-16T16:40:15Z
DPD-AI-Algorithms/torch_bandits,none,2025-04-30T13:22:51Z
DPD-AI-Algorithms/vectordbtest,none,2025-05-28T10:10:34Z
DPD-AI-Algorithms/torch-bandits-oneml,none,2025-08-06T13:23:56Z
DPD-AI-Algorithms/onlinebandit,none,2025-08-07T13:39:06Z
DPD-AI-Algorithms/themed-carousel-item-recs,none,2025-11-19T15:29:20Z
partnercentre/app_partnercentre,none,2013-05-15T15:50:11Z
partnercentre/JustEat.Owin.Security.Connect,none,2014-06-16T15:16:38Z
partnercentre/JustEat.Native.PartnerCentre,none,2015-08-25T14:01:25Z
partnercentre/SotiPackaging,none,2016-08-08T10:18:37Z
partnercentre/JustEat.BlogToS3.Lambda,none,2016-12-16T10:52:59Z
partnercentre/JE.Lambda.RestoreTempOfflineProducts,none,2017-01-12T13:20:29Z
partnercentre/config,none,2017-01-23T15:30:57Z
partnercentre/partnercentre-navigation,node,2017-03-09T15:31:33Z
partnercentre/partnercentre-offers,react,2017-03-15T13:24:53Z
partnercentre/partnercentre-components,none,2017-03-24T12:41:45Z
partnercentre/partnercentre-photoservice,none,2017-03-28T15:39:41Z
partnercentre/react-boilerplate,react,2017-04-12T14:33:40Z
partnercentre/knowledgebase,none,2017-08-15T16:23:56Z
partnercentre/partnercentre-deliveryareas,none,2017-09-19T15:51:28Z
partnercentre/buildscriptslinux,none,2017-12-22T12:15:12Z
partnercentre/lambda_shifttimesworker,none,2018-02-27T13:50:59Z
partnercentre/partnercentre-bankdetails,react,2018-07-09T07:59:08Z
partnercentre/lambda_bankdetailsworker,none,2018-07-26T13:34:35Z
partnercentre/partnercentre-bankdetailsstore,none,2018-09-14T08:43:40Z
partnercentre/BankDetailsMigrator,none,2018-09-18T10:59:49Z
partnercentre/JustEat.PartnerCentre.SmokeTests,none,2018-11-12T13:42:23Z
partnercentre/beaker-vue,none,2018-12-20T13:02:02Z
partnercentre/partnercentre-deliverymanagementapi,none,2019-01-09T08:49:40Z
partnercentre/deliverymanagementweb,none,2019-01-15T08:44:21Z
partnercentre/GrafanaGen,none,2019-03-18T14:39:17Z
partnercentre/vue-cli-plugin-scaffold,none,2019-03-29T12:22:42Z
partnercentre/GoogleAnalyticsPlugin,none,2019-04-01T17:43:55Z
partnercentre/ordertimeweb,vue,2019-04-26T06:41:40Z
partnercentre/vue-connect-plugin,vue,2019-05-08T07:25:56Z
partnercentre/ordertimestore,none,2019-05-27T11:40:56Z
partnercentre/beaker,none,2019-05-29T08:43:32Z
partnercentre/PartnerOffersMigrator,none,2019-05-29T11:12:03Z
partnercentre/OrderTimeMigrator,none,2019-05-31T08:53:21Z
partnercentre/lambda_partnercentreoffersworker,none,2019-06-14T06:41:17Z
partnercentre/lambda_ordertimeworker,none,2019-08-02T08:31:01Z
partnercentre/-Obsolete-OfferCampaign.BulkOptIn,none,2019-08-27T11:20:09Z
partnercentre/JE.Api.PartnerMenu,none,2019-09-04T09:48:55Z
partnercentre/deliverymanagementstore,none,2019-10-04T10:48:09Z
partnercentre/partnercentreproxy,none,2019-10-29T13:09:22Z
partnercentre/partneraccountstore,none,2019-11-11T09:00:34Z
partnercentre/partneraccountworker,none,2019-11-12T10:47:34Z
partnercentre/partnerrestaurantdetailsweb,vue,2020-01-17T09:11:43Z
partnercentre/restaurantdetailsstore,none,2020-01-21T11:33:55Z
partnercentre/partnercentreorders-api,none,2020-01-28T12:25:42Z
partnercentre/partnercentreorders-web,vue,2020-01-30T12:20:50Z
partnercentre/pc-navigation,none,2020-02-17T13:41:44Z
partnercentre/JE.PC.Tools.KongAuthorizationMiddleware,none,2020-03-19T13:53:15Z
partnercentre/presigned-url-generator-lambda,none,2020-04-01T11:34:10Z
partnercentre/brandreportingweb,vue,2020-04-08T11:40:24Z
partnercentre/partner-settings-api,none,2020-04-17T10:21:58Z
partnercentre/partnerrestaurantcapabilities,none,2020-05-21T15:30:04Z
partnercentre/partneropeninghoursapi,none,2020-07-14T16:30:53Z
partnercentre/openinghoursweb,vue,2020-07-23T09:17:57Z
partnercentre/partnercentreweb,vue,2020-09-07T14:12:50Z
partnercentre/pc-bank-details-module,vue,2020-10-20T08:33:24Z
partnercentre/partnercentre-spa-testing,none,2020-11-02T13:13:03Z
partnercentre/services-metadata,none,2021-04-29T17:59:28Z
partnercentre/partnercentreaccountstore,none,2021-08-06T12:21:09Z
partnercentre/pc-footer,none,2021-10-22T14:26:22Z
partnercentre/JE.PC.Accounts.DataSeed,none,2021-11-08T10:05:16Z
partnercentre/pc-year-in-review-module,vue,2022-03-21T09:42:12Z
GlobalSearch/api_search,none,2013-07-23T11:04:48Z
GlobalSearch/worker_Search,none,2015-05-22T09:10:10Z
GlobalSearch/api_recommend,none,2015-08-10T07:21:17Z
GlobalSearch/DataImporter,none,2016-09-01T05:45:45Z
GlobalSearch/LocationDataImporter,none,2016-10-10T15:45:25Z
GlobalSearch/lambda_staticDataGenerator,none,2016-11-02T17:01:53Z
GlobalSearch/readme,none,2017-03-17T15:13:22Z
GlobalSearch/SearchOrchestrator,none,2017-05-08T13:14:32Z
GlobalSearch/SearchData,none,2017-05-16T11:41:48Z
GlobalSearch/config,none,2017-06-02T09:43:49Z
GlobalSearch/JustRest,none,2017-07-24T12:37:38Z
GlobalSearch/RestaurantGeoCodeImporter,none,2017-08-30T09:49:55Z
GlobalSearch/GeodatadbMigration,none,2017-12-12T10:26:57Z
GlobalSearch/GrafanaGen,none,2018-03-16T09:52:30Z
GlobalSearch/RestaurantDiscovery,none,2018-04-19T09:01:03Z
GlobalSearch/NewnessDateBoost,none,2018-06-07T07:57:38Z
GlobalSearch/SearchDataPostcodeImport,none,2018-09-19T07:25:38Z
GlobalSearch/RestaurantDiscoveryDb,none,2019-01-17T14:02:18Z
GlobalSearch/RestaurantDiscoveryImporter,none,2019-02-05T07:56:07Z
GlobalSearch/Tools,none,2019-05-01T15:40:13Z
GlobalSearch/LighthouseRunner,none,2020-09-23T13:00:34Z
GlobalSearch/Toggling,none,2020-11-25T17:45:56Z
GlobalSearch/RestaurantDiscoveryWorkerLogic,none,2022-03-01T17:16:04Z
GlobalSearch/RestaurantDiscoveryWorker,none,2022-03-03T12:12:38Z
GlobalSearch/LighthouseCI,none,2022-08-19T09:30:33Z
GlobalSearch/PartnerListingApi,none,2022-11-08T15:07:51Z
GlobalSearch/PartnerCreationTool,none,2022-12-15T13:51:13Z
GlobalSearch/VerticalNavigationPoC,none,2023-04-03T16:03:13Z
GlobalSearch/OneAppComparison,none,2023-05-09T12:20:19Z
GlobalSearch/LegacyFilterConverter,none,2023-07-06T13:35:53Z
GlobalSearch/PlapiSoComparison,none,2023-11-29T11:00:29Z
GlobalSearch/discoverytagprojections,none,2024-05-03T12:06:25Z
GlobalSearch/partnerlistingapiconfig,none,2024-07-11T09:01:29Z
GlobalSearch/TestWorkflows,none,2024-07-12T07:59:40Z
GlobalSearch/customer-quality,none,2024-08-12T14:45:11Z
GlobalSearch/discoverydeliverytrackprojections,none,2024-10-11T10:11:34Z
GlobalSearch/argo-deploys-globalsearch,none,2024-11-18T10:10:16Z
GlobalSearch/DataGrip,none,2024-11-25T13:14:53Z
GlobalSearch/.github,none,2024-11-27T12:12:23Z
GlobalSearch/studio-search-test,react,2024-12-09T13:55:25Z
GlobalSearch/datadog-clock,none,2024-12-17T14:48:39Z
GlobalSearch/discoverycrmcampaignprojections,none,2025-01-28T16:39:42Z
GlobalSearch/sanityconnector,none,2025-02-18T15:13:28Z
GlobalSearch/discoverysanityprojections,none,2025-02-20T15:21:51Z
GlobalSearch/RestaurantDiscoveryWorker-2,none,2025-06-18T17:57:53Z
GlobalSearch/discoverypartnerheaderprojections,none,2025-09-09T13:08:03Z
GlobalSearch/gb-gha-testing,none,2025-10-15T17:59:32Z
GlobalSearch/searchwebviews,none,2025-12-01T15:46:44Z
Web/team,none,2015-10-02T11:09:15Z
Web/util_translations,none,2015-11-14T10:10:40Z
Web/Crc32C.NET,none,2016-03-23T12:36:49Z
Web/api_media_content,none,2016-08-03T10:36:41Z
Web/selenium-grid,none,2016-08-10T09:49:12Z
Web/TestDataPurger,none,2016-10-20T13:05:31Z
Web/TestDataFiles,none,2017-03-29T09:17:09Z
Web/config,none,2017-04-05T13:31:14Z
Web/middleware_correlation-headers,none,2017-06-12T19:30:07Z
Web/middleware_health-checks,none,2017-06-12T19:42:47Z
Web/util_http-client-factory,none,2017-06-12T23:15:37Z
Web/test_web-end-to-end,none,2017-06-20T14:59:44Z
Web/s3_backup_scripts,none,2017-06-21T14:47:29Z
Web/middleware_monitoring,none,2017-06-28T08:29:39Z
Web/New-Repository-Initialisation,none,2017-07-11T12:58:26Z
Web/s3_GlobalWeb-Assets,none,2017-07-20T10:13:39Z
Web/util_asset-helper,none,2017-08-03T09:54:52Z
Web/gen_team-city-feature-tests,none,2017-08-09T15:12:45Z
Web/util_incapsula-watchman,none,2017-10-04T14:00:25Z
Web/COGGrafanaReport,none,2017-10-05T13:23:25Z
Web/util_pagerduty-watchman,none,2017-11-15T14:19:03Z
Web/util_template-service,none,2017-12-15T12:20:56Z
Web/lib_pageobjectmodel,none,2018-01-10T11:50:19Z
Web/util_nuget-package-delister,none,2018-01-10T16:15:22Z
Web/util_analytics,none,2018-01-12T10:08:33Z
Web/JustEat.Web.Middleware.Optimizely,none,2018-01-16T11:35:35Z
Web/util_justcache_core,none,2018-01-19T16:18:39Z
Web/SearchWeb,none,2018-01-22T10:00:59Z
Web/template_shared-header,none,2018-01-24T15:13:09Z
Web/fozzie-components,none,2018-02-06T10:36:59Z
Web/fozzie,none,2018-02-13T13:42:26Z
Web/docker-tests,none,2018-03-09T13:01:22Z
Web/WebTeamBots,none,2018-03-13T15:41:20Z
Web/template_shared-footer,none,2018-05-17T10:32:55Z
Web/HomeWeb,none,2018-07-02T09:39:11Z
Web/fozzie-updater,none,2018-08-09T16:03:40Z
Web/EnvironmentHealthCheck,none,2018-08-14T15:27:11Z
Web/WebBoilerplate,none,2018-09-26T15:01:46Z
Web/SearchOrchestrator,none,2018-10-03T12:50:59Z
Web/grafana-config-backup,none,2018-10-12T10:17:19Z
Web/static-assets,none,2019-02-15T11:38:40Z
Web/util_LucidTestResults,none,2019-05-14T15:38:57Z
Web/JustEat.Web.Middleware,none,2019-08-29T12:29:30Z
Web/Static404,vue,2019-09-05T10:58:56Z
Web/SitemapLambda,none,2019-10-16T13:55:24Z
Web/JustEat.Web.Braze,none,2019-12-02T15:34:07Z
Web/CoreWeb,vue,2020-01-23T10:38:04Z
Web/metapod,node,2020-02-20T10:00:04Z
Web/GlobalE2ETests,none,2020-03-17T09:45:36Z
Web/abra,none,2020-05-05T10:23:22Z
Web/kadabra,none,2020-05-05T10:24:14Z
Web/chrome-linux-versions,none,2020-05-06T09:56:14Z
Web/WebConversionAnalyser,none,2020-10-14T11:07:16Z
Web/staticsitedownnuxt,vue,2020-12-09T09:39:04Z
Web/custom-error-pages,none,2022-02-07T14:41:02Z
Web/FooterLambda,none,2022-02-10T09:09:14Z
Web/worker,none,2023-04-11T09:19:28Z
Web/beta-access-worker,none,2023-04-21T12:12:33Z
Web/featureconfigurationnotifier,none,2023-05-19T13:08:11Z
Web/artillery-plugin-one-web,none,2023-06-12T13:18:32Z
Web/consumer-web-mfe,react,2023-08-10T09:03:28Z
Web/pie-analytics,none,2023-10-09T15:02:43Z
Web/.github,none,2024-02-02T11:40:37Z
Web/consumer-web,react,2024-04-25T15:13:05Z
Web/diagrams,none,2024-07-02T10:00:14Z
Web/consumer-web-turborepo-cache,none,2024-07-25T08:53:19Z
Web/consumer-web-test-reports,none,2024-08-20T16:48:08Z
Web/consumer-web-allure-reports,none,2024-10-21T12:46:45Z
Web/ds-testing-spike,none,2024-10-23T10:31:06Z
Web/HermesCurl,none,2024-11-12T00:28:12Z
Web/snacks-design-system,none,2024-11-12T15:48:11Z
Web/snacks-migration-experimental,none,2024-11-20T13:00:39Z
Web/gorillax,react,2024-12-03T15:14:58Z
Web/switch-v,none,2024-12-12T15:06:40Z
Web/design-system-usage-tracker,react,2025-02-24T21:00:13Z
Web/ddmonitors,none,2025-03-11T16:02:20Z
Web/pie-local-customer-cs,none,2025-03-14T15:55:31Z
Web/import-updater,none,2025-05-05T12:45:08Z
Web/Web-Decision-Records,none,2025-06-16T09:26:39Z
Web/cw-poc-baseline,none,2025-06-23T13:06:17Z
Web/aws-sso-legacy-just-eat,none,2025-09-26T11:39:04Z
Web/oneweb-recruiting-task,react,2025-10-08T08:41:32Z
Web/consumer-web-recruiting-home-task,react,2025-10-08T10:09:22Z
Web/jg-consumer-web,react,2025-10-31T13:09:02Z
menu/JE.MenuCatalogue.Domain.Worker,none,2017-05-15T12:13:06Z
menu/JE.MenuCatalogue.EndToEndTests,none,2017-05-31T12:34:06Z
menu/JE.MenuCatalogue.Admin.Worker,none,2017-06-06T09:28:23Z
menu/global-config,none,2017-06-09T14:11:43Z
menu/app_handle,none,2017-07-14T12:22:11Z
menu/JE.ConfigurationWatchdog,none,2017-07-20T10:19:04Z
menu/JE.DevMode,none,2017-07-26T15:37:19Z
menu/CategoriseRestaurantMenus,none,2017-08-03T18:44:16Z
menu/JE.JustEventStore.Web,none,2017-08-04T10:55:10Z
menu/JE.MenuCatalogue.EventStore.Db,none,2017-08-07T12:00:37Z
menu/JE.JustEventStore.Client,none,2017-08-16T10:03:36Z
menu/menuworker,none,2018-01-24T14:20:13Z
menu/JE.KFCMenuMapping.POC,none,2018-02-09T15:22:24Z
menu/JE.MenuCatalogue.Hammer,none,2018-03-02T13:37:30Z
menu/JE.MenuCatalogue.Db,none,2018-03-05T10:45:34Z
menu/menucataloguepublisherworker,none,2018-03-14T10:00:22Z
menu/BulkMenuUpdateWorker,none,2018-04-26T01:02:10Z
menu/menupublisherapi,none,2018-05-07T11:58:27Z
menu/menudeliveryadjustmentstore,none,2018-05-14T09:54:14Z
menu/config,none,2018-05-14T10:31:58Z
menu/menudeliveryadjustmentworker,none,2018-05-14T13:54:14Z
menu/JustEat.RestaurantGroupManagement.API,none,2018-06-05T06:28:11Z
menu/menuschedulesstore,none,2018-06-07T15:14:53Z
menu/menuschedulesworker,none,2018-06-11T10:26:39Z
menu/menumigrator,none,2018-06-12T08:24:02Z
menu/JustEat.RestaurantGroupManagement.Database,none,2018-06-18T07:41:47Z
menu/menuprojectionworker,none,2018-07-03T15:37:04Z
menu/menushifttimesmigrator,none,2018-07-17T08:27:42Z
menu/JustEat.RestaurantGroupManagement.Web,none,2018-07-19T07:40:48Z
menu/menuprojectionstore,none,2018-07-25T07:59:32Z
menu/menuprojectionmodels,none,2018-08-03T10:27:45Z
menu/JE.Menu.MenuProjectionsS3Client,none,2018-08-06T13:38:57Z
menu/globalmenucdnworker,none,2018-09-05T16:27:03Z
menu/restaurantprojectionsworker,none,2018-09-17T10:23:40Z
menu/MenuRestaurantProjectionsStore,none,2018-09-20T15:47:07Z
menu/slackscalenotifier,none,2018-10-03T16:44:04Z
menu/contracts,none,2018-10-11T16:37:29Z
menu/menuweb,none,2018-10-22T12:09:35Z
menu/menubrandeddeliverystore,none,2018-10-25T08:34:17Z
menu/AsynchronousDataPipeline,none,2018-11-04T18:30:20Z
menu/JustEat.MenuCDN.Contracts,none,2018-11-05T13:35:58Z
menu/uk-menu-legacy-editor,none,2018-12-06T14:18:24Z
menu/int-menu-legacy-editor,none,2018-12-06T14:18:37Z
menu/consumerorchestratorapi,none,2018-12-12T16:49:00Z
menu/globalbasketorchestrator,none,2018-12-13T11:31:31Z
menu/generator-projectionsworker,none,2018-12-17T14:52:08Z
menu/menumasterstore,none,2018-12-18T16:22:34Z
menu/menurestauranttempofflineworker,none,2019-01-10T11:03:04Z
menu/menuofflineitemsworker,none,2019-01-10T13:48:07Z
menu/MenuOfflineItemsProjectionsStore,none,2019-01-10T13:51:41Z
menu/RestaurantTempOfflineProjStore,none,2019-01-15T11:10:38Z
menu/MenuRestaurantRatingProjectionsStore,none,2019-01-23T11:01:41Z
menu/menurestaurantratingsworker,none,2019-01-29T10:31:47Z
menu/MenuRestaurantOffersProjectionsStore,none,2019-01-30T10:14:02Z
menu/menurestaurantoffersworker,none,2019-01-30T12:33:27Z
menu/DynamoWatchman.Config,none,2019-02-01T11:21:23Z
menu/MenuPopularCategoryProjectionsStore,none,2019-02-06T13:43:36Z
menu/menurestauranttagsworker,none,2019-02-08T10:42:15Z
menu/MenuRestaurantTagsProjectionsStore,none,2019-02-08T11:23:22Z
menu/MenuUserFavouritesProjectionsStore,none,2019-02-08T15:29:25Z
menu/Menu-Vertical-Decision-Log,none,2019-02-12T10:36:57Z
menu/MenuPopularCategoryStore,none,2019-02-25T10:43:06Z
menu/menumasterverificationworker,none,2019-03-20T15:54:55Z
menu/menuprojectionsseeder,none,2019-03-21T14:42:24Z
menu/BasketOrderTimeStore,none,2019-03-25T11:57:59Z
menu/BasketOrderAddressStore,none,2019-03-25T12:04:32Z
menu/menuselfserviceapi,none,2019-04-02T12:18:14Z
menu/menuselfserviceweb,none,2019-04-02T12:28:24Z
menu/menulegacytomenumasterworker,none,2019-04-11T10:33:44Z
menu/GitLabelSync,none,2019-04-16T07:16:52Z
menu/BasketOrderDetailsStore,none,2019-04-23T14:52:37Z
menu/MenuCopyUtility,none,2019-04-28T10:13:38Z
menu/menuimagesmappingstore,none,2019-05-16T14:04:07Z
menu/basketmenuprojectionsworker,none,2019-05-23T11:28:39Z
menu/global-cdn-visualiser,none,2019-05-28T11:46:39Z
menu/MenuEditsScheduledWorker,none,2019-06-18T13:50:01Z
menu/MenuManagerEditsStore,none,2019-06-24T15:14:29Z
menu/JE.DataChef,none,2019-06-25T08:19:37Z
menu/MenuWebRestaurantRatingProjectionsStore,none,2019-06-27T13:19:08Z
menu/MenuMasterRebuildTool,none,2019-07-01T14:44:36Z
menu/menuwebsocket,none,2019-07-26T10:42:29Z
menu/S3-backup-scripts,none,2019-07-31T13:00:46Z
menu/menuingestionapiauthorizer,none,2019-08-20T16:54:00Z
menu/menumastertolegacysqlworker,none,2019-08-21T11:42:55Z
menu/menuingestionapi,none,2019-08-21T12:09:34Z
menu/menuingestionstore,none,2019-08-28T11:37:52Z
menu/JustEat.MenuManagement.Lambda,none,2019-09-11T15:00:54Z
menu/LegacyOrderBasketItemsStore,none,2019-09-11T15:34:09Z
menu/legacyorderbasketegressstore,none,2019-10-18T11:47:23Z
menu/menuwebcachewarmer,none,2019-10-23T09:51:40Z
menu/MenuWebPageObjects,none,2019-10-24T13:35:10Z
menu/menuingestionpipelineworkerv3,none,2019-10-28T12:49:52Z
menu/menurestaurantcapabilitiesstore,none,2019-11-04T12:50:44Z
menu/menurestaurantcapabilitiesworker,none,2019-11-08T11:36:37Z
menu/legacybasketmigrationworker,none,2019-12-04T11:56:19Z
menu/je.beatdown,vue,2019-12-05T10:26:48Z
menu/TickEnforcer,none,2019-12-17T09:57:57Z
menu/feature-toggles,none,2019-12-23T11:40:41Z
menu/legacymenucacheclearer,none,2020-01-11T15:44:21Z
menu/menuingestionmappingstore,none,2020-01-17T13:49:28Z
menu/JE.Api.TestFramework,none,2020-01-20T09:56:14Z
menu/prototype_ras_message_consumer,none,2020-01-24T15:03:07Z
menu/pr-reminder-tool,none,2020-01-28T11:13:30Z
menu/menuchangelog,none,2020-02-17T14:50:05Z
